Nr. Crt.,Numar Registru,Numar Registru Special,Data Inregistrare,Categorie Personalitate Juridica,Denumire ONG,Instanta,Status,Este Filiala,Localitate,Judet,CUI,Scop,Are Utilitate Publica,Categorii relevante,Motiv relevanță,Tip intervenție
109638,239/A/2003,15,21.03.2003,Asociație,"ASOCIATIA "" CENTURION """,Judecatoria CLUJ-NAPOCA,Inregistrat,Nu,CLUJ-NAPOCA,CLUJ,,"sprijinirea financiara si morala a elevilor si studentilor la toate nivelurile; sprijinirea institutiilor educationale pentru introducerea si propagarea standardelor europene in educatie; crearea unui sistem informational de natura stiintifica, culturala si educationala pentru tineret; crearea si administrarea de programe de burse pentru elevi si studenti, in cooperare cu fundatii si organizatii internationale; procedura si conditiile de acordare de burse si de alte ajutoare materiale vor fi stabilite printr-un regulament aparte elaborat si aprobat de catre Consiliul Director",Nu,Educație/meditații,"menționează explicit copii/elevi/școli și educație, meditații, remedial sau after-school",Educație/meditații
109721,622/B/1994,72,19.03.2003,Fundație,FUNDATIA PENTRU COPII ABANDONATI,Judecatoria BRASOV,Inregistrat,Nu,NEDETERMINAT,NEDETERMINAT,,"Se completeaza si precizeaza art.2 din Statut în sensul ca scopul Fundatiei cuprinde: -cresterea si educarea unor copii din România abandonati sau aflati în nevoie în case de copii de tip familial
-servicii de asistenta sociala cu caracter primar si servicii specializate, din care: -sustinerea unui serviciu social pentru protectia copilului de tip rezidential (case de tip familial)
-cresterea si educarea copiilor abandonati
-suport si asistenta pentru copii si familii aflate în dificultate
-gazduirea si sprijinirea tinerilor care parasesc sistemul de protectie a copilului
-servicii pentru prevenirea abandonului scolar
-sprijin material si financiar pentru familii nevoiase
-consiliere pentru copii, tineri si parinti
-serviciile de îngrijire social-medicala pentru copii
-servicii de îngrijire social-medicala pentru copii bolnavi cronic sau copii cu handicap
-masuri de protectie si interventie sociala
-colaborarea si schimbul de experienta cu institutiile publice, persoane fizice si juridice, în vederea realizarii scopului fundatiei
-activitati economice de valorificare a produselor realizate în atelierele si gospodaria proprie
Aceste activitati sunt desfasurate cu sprijinul Asociatiei „Verein Zur Unterstutzung Verlasener Kinder in Rumanien” cu sediul în Basel, Elvetia.",Nu,Consiliere copii; Educație/meditații,"menționează explicit consiliere/suport psihologic pentru copii, elevi sau minori; menționează explicit copii/elevi/școli și educație, meditații, remedial sau after-school",Consiliere copii + Educație/meditații
109789,3328/A/1997,,19.03.2003,Asociație,ASOCIAȚIA CREȘTINĂ IOSUA,Tribunalul BRASOV,Inregistrat,Nu,BRASOV,BRASOV,,"religios, de educație creștină prin mijloace orale, scrise și audio-vizuale; caracter umanitar de ajutorare a familiilor sărace cu mulți copii, a văduvelor și orfanilor, a copiilor handicapați",Nu,Educație/meditații,"menționează explicit copii/elevi/școli și educație, meditații, remedial sau after-school",Educație/meditații
109804,729/A/1991,109,19.03.2003,Asociație,ASOCIAȚIA UMANITARĂ JOSHUA PENTRU ROMÂNIA,Judecatoria BRASOV,Dizolvata,Nu,BRASOV,BRASOV,,"- răspândirea creștinismului prin mijloace orale, scrise, audio-vizuale pe întreg teritoriul țării
- distribuirea de muzică religioasă
- obținerea de fonduri bănești, necesare realizării scopului asociației, prin valorificarea unor donații
- realizarea de convenții, cooperări și asocieri cu organizații similare române sau străine precum și cu instituții de stat în vederea administrării unor case de copii, a asigurării educației și formări copiilor orfani și alte categorii de copii
- înființarea de cluburi, centre și școli duminicale creștine.",Nu,Educație/meditații,"menționează explicit copii/elevi/școli și educație, meditații, remedial sau after-school",Educație/meditații
109907,1856/A/1994,105,19.03.2003,Asociație,"ASOCIATIA CRESTINA ""RECHABJA""",Judecatoria BRASOV,Inregistrat,Nu,NEDETERMINAT,NEDETERMINAT,6874816,"se extinde scopul asociatiei:
-activitati de lucru cu copii din Casele de copii
-integrarea sociala a copiilor cu probleme familiale (copii abuzati fizic sau moral de parti, copii cu parintii plecati în strainatate)
-organizarea de tabere de vara/iarna, excursii, petrecerea sfârsitului de saptamana, pentru copii aflati în Case de copii, pentru copii identificati cu probleme speciale
-organizarea unui sistem de casa familiala pentru integrarea sociala a copiilor
-ajutor material si financiar pentru familiile în nevoie
-realizarea de seminarii, identificare de anumite înclinatii ale copiilor, practicarea de îndeletniciri
-activitati de protectie a persoanelor vârstnice, bolnavi, persoane cu handicap
-reintegrarea sociala a persoanelor vârstnice, bolnavi, persoane cu handicap
-organizarea de întâlniri în pragul sarbatorilor religioase (Craciun, Paste), mese festive, pachete pentru persoane fara ajutor
-consiliere psihologica pentru copii si batrâni, copii din casele de copii, precum si pentru alte persoane aflate în dificultate.",Nu,Consiliere copii,"menționează explicit consiliere/suport psihologic pentru copii, elevi sau minori",Consiliere copii
110007,892/B/2000,1498 P.J.,19.03.2003,Fundație,FUNDATIA INIMI GENEROASE ZIMNICEA,Tribunalul TELEORMAN,Inregistrat,Nu,NEDETERMINAT,NEDETERMINAT,,"SCOPUL FUNDATIEI CONSTA IN DESFASURAREA DE ACTIVITATI CU CARACTER UMANITAR, SOCIAL, CULTURAL-ARTISTIC SI EDUCATIONAL, IN VEDEREA  SPRIJINIRII SI OCROTIRII PERSOANELOR AFLATE IN DIFICULTATE FIZICA SI MATERIALA ORFANI, BATRANI, COPII SUPRADOTATI, ADULTI CARE AU NEVOIE DE CALIFICARE SAU RECALIFICARE PROFESIONALA SI ALTE CATEGORII SOCIALE CARE AU NEVOIE DE AJUTOR.",Nu,Educație/meditații,"menționează explicit copii/elevi/școli și educație, meditații, remedial sau after-school",Educație/meditații
110067,4230/A/2002,1/20.01.2003 109/PJ/A/2002,17.03.2003,Asociație,ASOCIAȚIA NAȚIONALĂ PENTRU COPII ȘI ADULȚI CU AUTISM DIN ROMÂNIA- FILIALA CRAIOVA,Judecatoria CRAIOVA,Inregistrat,Nu,CRAIOVA,DOLJ,,"SPRIJINIREA COPIILOE  ȘI ADULȚILOR CU ATUISM ȘI A FAMILLILOR ACESTORA ÎN VEDEREA ASIGURĂRII DREPTURILOR LOR FUNDAMENTALE ÎN CEEA CE PRIVEȘTE ASISTENȚA SANITARĂ, ASISTENȚA SOCIALĂ ȘI EDUCAȚIA ACESTORA",Nu,Educație/meditații,"menționează explicit copii/elevi/școli și educație, meditații, remedial sau after-school",Educație/meditații
110069,4262/A/2002,66/20.12.2002 98/PJ/A/2002,17.03.2003,Asociație,ASOCIAȚIA RO-TALENT FILIALA CRAIOVA,Judecatoria CRAIOVA,Inregistrat,Nu,CRAIOVA,DOLJ,,"CREAREA UNUI CLIMAT EDUCAȚIONAL FAVORBIL DEZVOLTĂRII CAPACITĂȚILOR GENERALE ȘI SPECIALE ALE COPIILOR ȘI ADOLESCENȚILOR DOTAȚI, SUPERIOR DOTAȚI ȘI SUPRA DOTAȚI",Nu,Educație/meditații,"menționează explicit copii/elevi/școli și educație, meditații, remedial sau after-school",Educație/meditații
110109,642/A/1999,47,14.03.2003,Asociație,"ASOCIATIA DE PARINTI ""PASI SPRE VIITOR""",Tribunalul DÂMBOVITA,Inregistrat,Nu,TÂRGOVISTE,DÂMBOVITA,,"Vizeaza sprijinirea realizarii programului ""Step by step"" (pas cu pas), in Scoala normala Targoviste prin: Incurajarea participarii si implicarii familiei in toate actiunile programului ""Step by step"" (pas cu pas), ca grupuri de opinie si dialog
- stimulare si sprijinirea organizarii intrunirilor familiilor ale caror copii sunt cuprinsi in programul ""Step by step"" (pas cu pas), ca grupuri de opinie si dialog
- promovarea de activitati comune scoala-familie in vederea accentuarii individualizarii experientei scolare pentru fiecare copil si dezvoltarea acestuia in ritm propriu
- crearea unor modalitati legale de angajare si plata personalului suplimentar, necesar organizarii activitatilor suplimentare cu copii
- organizarea si finantarea de excursii, drumetii, vizite la muzee si expozitii, competitii scolare, sarbatorirea unor evenimente speciale
- redactarea si editarea de catre Asociatie, a unor foi volante, pliante, reviste, etc.
- organizarea unor schimburi de vizite de cunoastere si documentare intre elevi, cadre didactice, parinti , atat in cadrul asociatilor similare din tara si din strainatate
- obtinerea de donatii, sponsorizari, subventii din tara si din strainatate pentru sprijinirea programului ""step by step"" (pas cu pas) in scoala
- organizarea de spectacole de binefacere, tombole, tabere de creatie, expozitii cu vanzare, producerea de obiecte - ca sursa de autofinantare
- organizarea de conferinte, seminarii, mese rotunde, simpozioane pe tema educatiei prin alternativa ""Step by step"" (pas cu pas).",Nu,Educație/meditații,"menționează explicit copii/elevi/școli și educație, meditații, remedial sau after-school",Educație/meditații
110213,167/A/2003,11,08.03.2003,Asociație,"Potrivit modificarilor aduse actelor constitutive ale asociatiei prin Actul Aditional autentificat sub nr. 172/29.02.2008 de BNP Rodica Stroe, jud. Ilfov, s-a hotarat  schimbarea denumirii asociatiei în ASOCIATIA CLUBUL SPORTIV VICTORIA BRANESTI  conform dovezii disponibilitatii denumirii nr. 59697/20.02.2008 emisa de Ministerul Justitiei.",Judecatoria SFÂNTU GHEORGHE,Inregistrat,Nu,NEDETERMINAT,NEDETERMINAT,,organizarea de activitati sportive de masa; -  sprijinirea sportului ca disciplina in scoli si alte institutii de invatamant; -  practicarea sportului de catre membrii asociatiei; -  organizarea si participarea la activitati si competitii sportive locale si judetene,Nu,Educație/meditații,"menționează explicit copii/elevi/școli și educație, meditații, remedial sau after-school",Educație/meditații
110384,4141/A/2002,40/A,27.02.2003,Asociație,PRO RURALIS,Judecatoria IASI,In Lichidare,Nu,NEDETERMINAT,IASI,14597970,"conceperea și aplicarea  unor  programe care să permită  accesul cu  șanse egale a unor  elevi  proveniți din mediul  rural, la  condiții optime  de  educație în școli performante.",Nu,Educație/meditații,"menționează explicit copii/elevi/școli și educație, meditații, remedial sau after-school",Educație/meditații
110420,4133/A/2002,3,26.02.2003,Asociație,PRO EDUCATIE SI FORMARE,Judecatoria RÂMNICU VALCEA,In Lichidare,Nu,NEDETERMINAT,VÂLCEA,,"identificarea,mobilizarea si valorificarea resurselor necesare educarii elevilor,tinerilor si adultilor prin implicarea comunitatii si a factorilor de decizie din domeniul educatiei la nivel local,regional si national",Nu,Educație/meditații,"menționează explicit copii/elevi/școli și educație, meditații, remedial sau after-school",Educație/meditații
110477,987/B/2002,2/F,22.02.2003,Fundație,FUNDATIA SOROPTIMEST IASI,Judecatoria IASI,Radiat,Nu,IASI,IASI,,"Acordarea de sprijin persoanelor cu resurse economice insuficiente prin susținerea elevilor si studentilor în activitatea de pregatire profesionala si pregatirea socio-culturala, indiferent de unitatea de învatamânt si localitate, precum si prin asigurarea  de asistenta psiho- medicala si socio-economica mai  ales celor  vârstnici. Fundatia  îsi propune  sa desfasoareoare activitati din care sa obtina venituri pentru autofinantarea scopului si  obiectivelor stipulate în actele constitutive.",Nu,Educație/meditații,"menționează explicit copii/elevi/școli și educație, meditații, remedial sau after-school",Educație/meditații
110544,3938/B/1997,173,14.02.2003,Fundație,"FUNDATIA ""BIAMI""",Tribunalul DÂMBOVITA,Inregistrat,Nu,TÂRGOVISTE,DÂMBOVITA,,"Procurarea de fonduri banesti si bunuri materiale, necesare pentru ajutorarea persoanelor aflate la nevoie, prin colaborarea stransa cu DMPS - Dambovita;
- Acordarea de sprijin material si moral persoanelor fara posibilitati de intretinere;
- Sprijinirea  institutiilor de invatamant prescolar si scolar pentru creearea conditiilor optime, de desf\surarea activitatilor acestora.",Nu,Educație/meditații,"menționează explicit copii/elevi/școli și educație, meditații, remedial sau after-school",Educație/meditații
110556,4092/A/2002,107,12.02.2003,Asociație,ASOCIATIA FEMEILOR CARE-SI CRESC SINGURE COPII,Judecatoria PLOIESTI,Inregistrat,Nu,NEDETERMINAT,NEDETERMINAT,,"CONSILIEREA FEMEILOR DIVORTATE, VĂDUVE, CELIBATARE CARE-SI CRESC SINGURE COPII, ACORDAREA DE SPRIJIN MORAL, ÎNDRUMARE",Nu,Consiliere copii,"menționează explicit consiliere/suport psihologic pentru copii, elevi sau minori",Consiliere copii
110647,3910/B/1997,139,06.02.2003,Fundație,"FUNDATIA ""DANELIS""",Tribunalul DÂMBOVITA,Inregistrat,Nu,NEDETERMINAT,DÂMBOVITA,,"- Acordarea de sprijin material copiilor din familii dezorganizate, a celor cu o situatie materiala precara, batranilor lipsiti de sprijin, bolnavi, fara adapost si fara posibilitati de trai decent;
- acordarea de ajutor medical gratuit, asistenta sociala, consultatii de specialitate, orientare scolara si profesionala;
- acordarea de sprijin moral minorilor aflati in pragul delicventei si batranilor fara familie si abandonati;
- sesizarea autoritatilor competente cu cazuri deosebit de grave ce necesita interventii autorizate in domeniu (lipsa de locuinte, nefrecventarea cursurilor scolare obligatorii, abuzuri exercitate asupra minorilor prin diverse forme);
- supravegherea modului de realizare a drepturilor omului si a drepturilor copiilor, conventiilor internationale;
- colaborarea cu mass-media privind protejarea, incurajarea acestor categorii de oameni si sensibilizarea opiniei publice privind problemele de viata ale acestora;",Nu,Consiliere copii,"menționează explicit consiliere/suport psihologic pentru copii, elevi sau minori",Consiliere copii
110745,977/B/2002,4,28.01.2003,Fundație,FUNDATIA CULTURALA STIINTIFICA GAUDEAMUS,Judecatoria SIGHISOARA,Inregistrat,Nu,NEDETERMINAT,NEDETERMINAT,,"sprijinirea învățământului Sighișorean, a învățământului în limba maternă a etniei maghiare din Sighișoara și din împrejurimi, prin acordarea unui sprijin financiar elevilor merituoși, dau cu o situație mai dificilă, pentru continuarea studiilor, precum și contribuția la ridicarea permanentă a nivelului învățământului, al educației și al culturii",Nu,Educație/meditații,"menționează explicit copii/elevi/școli și educație, meditații, remedial sau after-school",Educație/meditații
110756,3860/B/1997,85,28.01.2003,Fundație,"FUNDATIA UMANITARA ""GEEA""",Tribunalul DÂMBOVITA,Inregistrat,Nu,TÂRGOVISTE,DÂMBOVITA,,"Procurarea de fonduri banesti si bunuri materiale necesare pentru ajutorarea <PERSON> aflate  la nevoie, prin colaborarea cu alte organizatii si asociatii similare din tara si din strainatate in vederea indeplinirii scopului propus.
- Acordarea de sprijin material si moral persoanelor fara posibilitati de intretinere;
- Sprijinirea institutiilor de invatamant prescolar si scolar pentru crearea conditiilor optime, de desfasurarea activitatilor acestora.",Nu,Educație/meditații,"menționează explicit copii/elevi/școli și educație, meditații, remedial sau after-school",Educație/meditații
110777,976/B/2002,39,23.01.2003,Fundație,FUNDATIA SCOALA ROMANA  DE AFACERI A CAMERELOR DE COMERT  SI  INDUSTRIE-FILIALA GIURGIU,Judecatoria GIURGIU,Inregistrat,Nu,GIURGIU,GIURGIU,,"FORMAREA,SPECIALIZAREA SI PERFECTIONAREA PROFESIONALA,ORGANIZAREA UNUI SISTEM DE EDUCATIE SI INVATAMINT PROPRIU  CAMERELOR DE COMERT SI INDUSTRIE",Nu,Educație/meditații,"menționează explicit copii/elevi/școli și educație, meditații, remedial sau after-school",Educație/meditații
110865,4017/A/2002,19,15.01.2003,Asociație,ASOCIATIA ALTFEL,Judecatoria PETROSANI,Inregistrat,Nu,VULCAN - HD,HUNEDOARA,,"-de a reabilita condiția femeii din Valea Jiului ,de a-i reda speranța intr-un viitor mai bun,promovarea ideii de egalitate de șanse intre femei și bărbați,prin crearea unor centre de educație și recreere destinate ajutorării mamei și copilului și implicarea acesteia in viața socio-economică.",Nu,Educație/meditații,"menționează explicit copii/elevi/școli și educație, meditații, remedial sau after-school",Educație/meditații
111043,3892/A/2002,109,10.12.2002,Asociație,ASOCIATIA DE PARINTI LICEUL TRAIAN CONSTANTA,Judecatoria CONSTANTA,Inregistrat,Nu,CONSTANTA,CONSTANTA,,SPRIJINIREA ACTIVITATII SCOLARE IN CADRUL LICEULUI TRAIAN PRIN OBTINEREA DE FONDURI NECESARE BUNEI DESFASURARI A ACTIVITATII DE INVATAMANT,Nu,Educație/meditații,"menționează explicit copii/elevi/școli și educație, meditații, remedial sau after-school",Educație/meditații
111052,3885/A/2002,57,06.12.2002,Asociație,ASOCIATIA HOME SCHOOLING ROMANIA,Judecatoria ODORHEIUL SECUIESC,Inregistrat,Nu,ODORHEIUL SECUIESC,HARGHITA,,PROMOVAREA DREPTURILOR SI INTERESELOR COPIILOR DE VARSTA PRESCOLARA SI PREUNIVERSITARA PRIN PRISMA EDUCATIEI LOR,Nu,Educație/meditații,"menționează explicit copii/elevi/școli și educație, meditații, remedial sau after-school",Educație/meditații
111259,1205/B/1995,,30.11.2002,Fundație,FUNDAȚIA DE INFORENERGETICĂ SFÂNTUL APOSTOL ANDREI,Judecatoria SECTORUL 3 BUCURESTI,Inregistrat,Nu,NEDETERMINAT,NEDETERMINAT,,"Fundația de Inforenergetică Sfântul Apostol Andrei,  fondată de dl. CLAUDIAN DUMITRIU, autorul cunoașterii spirituale numită ”INFORENERGETICA”, are și respectă scopul de a contribui la renașterea spirituală a României atât prin activități proprii, cât și prin sprijinirea unor inițiative ale Fundatiei care își propune urmatoarele obiective prin mijloace specifice:Organizarea și participarea la construcția, reconstrucția, repararea, restaurarea bisericilor, mănăstirilor, schiturilor creștine sau ale așezămintelor strămoșilor noștri; Promovarea și punerea în valoare a creației științifice și tehnice, a invențiilor, inovațiilor și descoperirilor; Acordarea unor ajutoare sociale directe șomerilor, persoanelor sărace, bolnave, handicapate, înființarea unor instituții pentru aceștia ;Organizarea de cursuri și seminarii de radiestezie și inforenergetică în cadrul instituțiilor de învățământ proprii sau ale altora, din România (particulare sau de stat) sau din alte țări, precum și pentru agenți economici sau publici, numai cu acordul Președintelui  Fundatiei, Acordarea de premii, burse și alte facilități persoanelor care s-au remarcat în mod deosebit în domeniile de activitate ale Fundației, sprijinirea elevilor, studenților care duc lipsă de mijloace de întreținere sau care au rezultate deosebite;
- 	Organizarea de congrese, conferințe, simpozioane, mese rotunde ║i alte manifestÒri ¯n domeniul spiritualitÒ■ii, culturii, ║tiin■ei ║i tehnicii;
- 	Promovarea unor inițiative legislative în domeniu ;
-	Sprijinirea din punct de vedere spiritual, cultural, știin■ifico-tehnic, financiar si managerial, a instituțiilor, organelor asociațiilor, agenților economłci care organizează și/sau promovează activități spirituale, culturale și știintifico-tehnice, Inițierea, desfășurarea și susținerea de activități filantropice; Înființarea și organizarea de grupuri școlare și instituții de învățământ superior, cabinete de consultanță în diferite domenii de activitate;
- 	Efectuarea de studii, cercetări, lucrări științifice, determinări, proiecte, prognoze, în colective multidisciplinare sau în propriile instituții, folosind radiestezia și inforenergetică în domenii ca:
- protecția naturii, a mediului înconjurător si a animalelor;
- meteorologie;
- seismologie;
- geodezie, geologie, speologie, geotehnică, resurse ale solului și ale  subsolului;
- arheologie;
- astrologie;
- hidrologie;
- antropologie;
- geografie, istorie;
- matematică, fizică, chimie;
- filosofie, medicină, religie, literatură, heraldică, culte;
- cultură și artă;
- sănătate, industria farmaceutică;
- alimentație umană și animală ; administratie;
- sport și agreement ;
- sistematizare, urbanism și topografie, amenajarea teritoriului;
- estetică, design, armonie prin forme și culori;
- infrastructură și suprastructura orașelor ;
- servicii publice  și dotări edilitar-gospodarești ;
- relații umane, civism, confort social, sociologic;
- ambiental, integritate socială ;
- tradiții, folclor, date și dovezi care să ateste originea poporului roman ;
- monumente și patrimonii ;
- macro și  micro cosmos ;
- macro și micro sisteme ; agricultură, horticultură, zootehnie, zoologie, biologie ;
- transport terestru, maritim, aerian;
- industrie și tehnică de toate tipurile;
- sisteme informaționale și informatică;
- economie - management ;
- energii convenționale și neconvenționale;
- invenții – inovații ;
- comunicații - telecomunicații;
- psihologie și parapsihologie;
- 	Modernizarea învățământului de toate tipurile;
-	Înființarea și organizarea de centre cu toate construcțiile și aparaturile aferente, de terapie, bazate pe metode și tehnici inforenergetice și alte tratamente naturiste și clasice;
-	Editarea, publicarea, tipărirea, traducerea și difuzarea de cărti, documentații, publicatii, buletine informative, înființarea de posturi de radio și televiziune destinate mediatizării acestor obiective spirituale, având caracter apolitic;
-	Incurajarea membrilor societății la atitudine spirituală și civică conform Sf. Scripturi și învățăturii Creștin-Ortodoxe, încurajînd (atît managerial cât și financiar - inclusiv prin intermediul filialelor sale) proiecte ce au ca scop ajutorarea semenilor noștri aflați în dificultate (din punct de vedere spiritual, social sau emoțional);
-	Cultivarea si răspîndirea valorilor istorice și culturale ale neamului romanesc;
-	Punerea în drepturi a adevăratei istorii a României, a adevăratelor valori istorice și culturale românesti;
-	Sprijinirea grupurilor și categoriilor sociale dezavantajate, cu o participare activă cît mai largă din partea comunităților;
-	Susținerea prin acțiuni specifice, a procesului de dezvoltare și revigorare a vieții spirituale, învățământului, a obiceiurilor, a portului și datinilor străbune, precum și a tradițiilor;
-	Implicarea în apărarea și conservarea patrimoniului cultural și istoric național;
-	Dezvoltarea comunitară durabilă pe plan socio-cultural și economic, prin implicarea și creșterea resurselor comunitare specifice și atragerea de resurse de la alte nivele;
-	Integrarea copiilor indiferent de rasă, etnie, sex, vârstă, religie în procesul educațional și sprijinirea celor cu nevoi speciale;
-	Susținerea și dezvoltarea resurselor materiale în cadrul unităților școlare;
-	Organizarea și susținerea activităților extrașcolare în parteneriat cu comunitatea locală;
-	Crearea de servicii de orientare școlară și vocațională a copiilor și tinerilor, inclusiv susținerea tinerilor cu potențial pentru a-și continua studiile;
-	Îmbunătățirea rezultatelor și performanțelor școlare ale copiilor și prevenirea abandonului școlar;
-	Creșterea gradului de implicare a părinților în educația copiilor și adolescenților;
-	Asigurarea unui climat de siguranță fizică și menținerea libertății spirituale pentru preșcolari, școlari și tineri;
-	Desfășurarea activităților specifice dezvoltÒrii resurselor umane, a dezvoltÒrii regionale durabile, a dezvoltÒrii rurale, a economiei sociale ║i a dezvoltÒrii comunitare;
-	Înființarea unor centre de documentare, expoziții, puncte de informare spirituale, culturale, științifico-tehnice și inforenergetice, pentru membrii, cursanți, simpatizanți, instituții,  agenți economici și publici; infrastructură și suprastructura orașelor ;
- servicii publice  și dotări edilitar-gospodarești ;
- relații umane, civism, confort social, sociologic;
- ambiental, integritate socială ;
- tradiții, folclor, date și dovezi care să ateste originea poporului roman ;
- monumente și patrimonii ;
- macro și  micro cosmos ;
- macro și micro sisteme ;
- agricultură, horticultură, zootehnie, zoologie, biologie ;
- transport terestru, maritim, aerian;
- industrie și tehnică de toate tipurile;
- sisteme informaționale și informatică;
- economie - management ;
- energii convenționale și neconvenționale;
- invenții – inovații ;
- comunicații - telecomunicații;
- psihologie și parapsihologie;
- 	Modernizarea învățământului de toate tipurile;
-	Înființarea și organizarea de centre cu toate construcțiile și aparaturile aferente, de terapie, bazate pe metode și tehnici inforenergetice și alte tratamente naturiste și clasice;
-	Editarea, publicarea, tipărirea, traducerea și difuzarea de cărti, documentații, publicatii, buletine informative, înființarea de posturi de radio și televiziune destinate mediatizării acestor obiective spirituale, având caracter apolitic;
-	Incurajarea membrilor societății la atitudine spirituală și civică conform Sf. Scripturi și învățăturii Creștin-Ortodoxe, încurajînd (atît managerial cât și financiar - inclusiv prin intermediul filialelor sale) proiecte ce au ca scop ajutorarea semenilor noștri aflați în dificultate (din punct de vedere spiritual, social sau emoțional);
-	Cultivarea si răspîndirea valorilor istorice și culturale ale neamului romanesc;
-	Punerea în drepturi a adevăratei istorii a României, a adevăratelor valori istorice și culturale românesti;
-	Sprijinirea grupurilor și categoriilor sociale dezavantajate, cu o participare activă cît mai largă din partea comunităților;
-	Susținerea prin acțiuni specifice, a procesului de dezvoltare și revigorare a vieții spirituale, învățământului, a obiceiurilor, a portului și datinilor străbune, precum și a tradițiilor;
-	Implicarea în apărarea și conservarea patrimoniului cultural și istoric național;
-	Dezvoltarea comunitară durabilă pe plan socio-cultural și economic, prin implicarea și creșterea resurselor comunitare specifice și atragerea de resurse de la alte nivele;
-	Integrarea copiilor indiferent de rasă, etnie, sex, vârstă, religie în procesul educațional și sprijinirea celor cu nevoi speciale;
-	Susținerea și dezvoltarea resurselor materiale în cadrul unităților școlare;
-	Organizarea și susținerea activităților extrașcolare în parteneriat cu comunitatea locală;
-	Crearea de servicii de orientare școlară și vocațională a copiilor și tinerilor, inclusiv susținerea tinerilor cu potențial pentru a-și continua studiile;
-	Îmbunătățirea rezultatelor și performanțelor școlare ale copiilor și prevenirea abandonului școlar;
-	Creșterea gradului de implicare a părinților în educația copiilor și adolescenților; Desfășurarea unor activități specifice în edificii, așezăminte și locuri cu încărcătură spirituală și culturală;
-	Finanțarea unor proiecte de cercetare și stadii de cercetare, organizarea de colocvii, seminarii și sesiuni științifice;
-	Înființarea de Filiale în teritoriu;
-	Implicarea unui numar cât mai mare de membri și voluntari ¯n activități specifice pentru a avea un impact semnificativ în societate;
-	Atragerea de fonduri (donații, sponsorizÒri) de la diferite entități/instituții, persoane fizice sau persoane juridice, ¯n condițiile legii;
-	Atragerea de donații sub formă de produse/servicii pentru atingerea scopurilor Fundației precum și a proiectelor de binefacere proprii (sau ale filialelor din țarÒ);
-	Formarea unei structuri de voluntari, conform legii, în vederea îndeplinirii obiectivelor propuse;
-	Cooperarea cu alte organizații/instituții cu valori si obiective similare;
-	Desfășurarea de activitați economice în vederea atingerii obiectivelor Fundației;
-	Activitati de formare, training-uri, consiliere, psihoterapie, radiestezie, inforenergetica, precum si orice alta activitate in conditiile legii;
-	Atragerea unor parteneriate publice sau private in domeniu, cu sau fara finantare, pentru realizarea obiectivelor sale;
-	Acordarea catre cei interesati de servicii de consultanta si asistenta manageriala, financiara, tehnica si juridica in vederea atingerii obiectivelor asociatiei, prin centre si birouri proprii;
-	Acordarea de programe de formare atât pentru psihologii interesati de domeniul inforenergeticii, cat si pentru alte profesii care desfasoara activitati specifice domeniului, programe avizate de institutiile statului;
-	Elaborarea și implementarea de proiecte cu finanțare națională sau europeană.
(2) Schimbarea scopului fundatiei se face numai de catre fondator sau majoritatea fondatorilor in viata, iar daca nici unul dintre fondatori nu mai este in viata, aceasta se face numai cu intrunirea votului a patru cincimi din numarul membrilor Consiliului director.",Nu,Consiliere copii; Educație/meditații,"menționează explicit consiliere/suport psihologic pentru copii, elevi sau minori; menționează explicit copii/elevi/școli și educație, meditații, remedial sau after-school",Consiliere copii + Educație/meditații
